frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,787467.714610,14363.000000,11597.355776
4,852015.456447,15101.000000,26662.048496
8,548438.208230,9098.000000,15741.776202
16,969768.478320,14057.000000,25074.713259
32,509632.004196,8865.000000,18928.248255
64,997131.282894,16525.000000,53839.872372
128,611527.811827,15780.000000,15624.312817
256,854533.994461,17503.000000,84827.304107
512,1331123.829851,21347.000000,118062.604583
1024,286242.060987,6420.000000,26400.913147
2048,1297689.828504,20816.000000,199146.538145
4096,1090644.895552,21296.000000,35781.523710
8192,2059174.453930,34528.000000,461506.817391
16384,1741453.625652,26631.000000,316347.158650
32768,1239896.077990,31311.000000,971066.192080
65536,3247626.495226,50189.000000,796943.904354
