frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,612943.096998,16771.000000,1777.182039
4,624828.774273,15787.000000,14135.355991
8,973684.722096,18257.000000,3106.772763
16,3268858.762655,58085.000000,44645.872620
32,1591868.127765,27323.000000,26266.925324
64,1790718.873326,24782.000000,109148.955501
128,3011359.652168,42220.000000,196933.883288
256,143404.728398,4176.000000,14244.784098
512,661371.254282,18841.000000,12657.073753
1024,3898398.376255,81954.000000,175541.543835
2048,273200.534169,10126.000000,52496.836028
4096,937985.876094,22108.000000,35665.591037
8192,3394088.818695,54141.000000,1626821.363069
16384,722700.272260,15947.000000,312017.717353
32768,533491.750316,12775.000000,13122.690959
65536,1478380.771877,25236.000000,567612.310449
