frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2917808.680488,53720.000000,115971.058489
4,2155688.883648,38417.000000,27038.752541
8,254013.477581,6765.000000,12023.114447
16,417265.208574,8954.000000,796.221703
32,295292.184622,6789.000000,7450.112415
64,1744786.968355,32611.000000,111808.083947
128,2308581.771730,36108.000000,157817.471751
256,1069957.983311,18536.000000,52608.492176
512,515441.248537,13908.000000,9064.009819
1024,981414.704783,22391.000000,19784.649454
2048,3197440.448907,62005.000000,181383.328898
4096,2886515.561942,42242.000000,924513.547153
8192,620003.515901,12986.000000,28534.493617
16384,2063701.001226,53615.000000,524143.413450
32768,1487926.790857,25895.000000,797032.321244
65536,1439508.702054,30563.000000,1153585.808987
