frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1172437.246736,21431.000000,502.645004
4,141688.307817,4643.000000,1676.374958
8,456202.304808,10229.000000,7761.447803
16,730384.654650,13117.000000,4504.354449
32,1179480.809692,20126.000000,63669.350703
64,197333.463113,4657.000000,10402.953138
128,1246100.962413,19416.000000,72369.463215
256,760517.297491,16660.000000,9863.254737
512,1295810.412223,21604.000000,141700.094577
1024,810763.612913,14301.000000,44250.057706
2048,3343584.046866,59111.000000,540160.055589
4096,1740514.207289,28476.000000,205330.550769
8192,3835422.135422,50104.000000,1009058.824435
16384,1591231.493877,29464.000000,233899.900870
32768,5408934.170566,78841.000000,3746259.604313
65536,1937138.099448,42345.000000,1626345.423279
