frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,465740.965006,10391.000000,39.051248
4,2503836.750454,38350.000000,58353.369680
8,409230.943616,8902.000000,1404.000000
16,784651.281753,16913.000000,19087.338578
32,974031.502760,19670.000000,12272.254601
64,806534.643691,19321.000000,32979.643130
128,974629.137906,16371.000000,20288.002514
256,2174125.825859,30416.000000,232017.458600
512,1567145.253835,27887.000000,24189.485236
1024,4517682.380898,64277.000000,705553.973631
2048,1260802.672308,21795.000000,51531.856846
4096,1157957.473931,22755.000000,267243.166350
8192,3053524.586116,42765.000000,1000046.600405
16384,559688.317514,20772.000000,242802.699820
32768,3788207.396287,51647.000000,2654674.104874
65536,1010801.546608,22778.000000,765005.134057
