frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,261668.527145,4576.000000,6072.204789
4,415488.407090,7406.000000,4922.864512
8,640524.460245,9589.000000,25077.216133
16,604125.344310,12084.000000,36055.900391
32,757293.981974,13474.000000,1592.903638
64,1128610.224442,19103.000000,60671.122826
128,1120188.344043,20297.000000,21999.296875
256,1032821.370325,16907.000000,74893.294793
512,715989.720949,15579.000000,142965.359448
1024,1335265.991625,21475.000000,38841.737268
2048,1564852.553642,28529.000000,496214.012244
4096,749998.849432,18419.000000,285701.624876
8192,1215441.392693,29342.000000,985772.182081
16384,1142476.147374,24822.000000,566974.018265
32768,319407.595259,6838.000000,91609.497668
65536,1803031.662173,33771.000000,1239056.197214
