frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,497141.644715,9030.000000,19712.370253
4,710458.234435,12328.000000,5423.562298
8,547543.395695,10359.000000,25565.489649
16,624171.359111,13646.000000,30680.111832
32,895938.679862,14902.000000,41763.260206
64,1129500.351094,18502.000000,53849.296356
128,1226991.600285,20771.000000,73273.270979
256,959021.683908,17246.000000,57079.240535
512,1247919.215715,21291.000000,148544.150322
1024,1067481.764792,17281.000000,203115.523235
2048,919567.243807,14895.000000,189988.823540
4096,1087660.617395,17324.000000,349953.431419
8192,698571.631737,14723.000000,82985.706956
16384,1025553.636154,16287.000000,286728.545490
32768,709755.661090,18004.000000,126482.980195
65536,1584985.980728,26707.000000,825702.568772
