frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,350179.756192,6081.000000,5233.624843
4,525703.369019,8882.000000,12970.681439
8,418237.925716,6744.000000,8072.599086
16,650816.172878,10170.000000,14525.441405
32,986663.185386,17877.000000,6224.270399
64,904284.862623,15818.000000,85820.041954
128,999045.444573,17235.000000,8376.804462
256,746608.308616,11033.000000,31405.928182
512,1350186.583704,24568.000000,232615.205612
1024,1297336.728480,22775.000000,202545.041420
2048,1934394.071583,30410.000000,86983.805286
4096,367505.054617,7178.000000,88605.814188
8192,563740.624176,11422.000000,82346.416710
16384,1921747.244743,31361.000000,582070.459743
32768,353843.392191,11830.000000,243930.515748
65536,677364.098032,15513.000000,0.000000
