frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,609809.155916,10494.000000,16590.423774
4,477234.412372,9420.000000,9982.431167
8,879384.154795,14639.000000,35003.227937
16,395465.006992,6650.000000,9108.932704
32,613722.672469,12309.000000,2889.346466
64,1094779.944206,19264.000000,15341.844218
128,1055524.999283,18864.000000,67143.995696
256,1210960.834183,20272.000000,40304.678041
512,1345816.934064,24274.000000,288960.874409
1024,1163719.300474,16966.000000,13422.913357
2048,1299211.982050,24190.000000,236466.391652
4096,911963.252585,15302.000000,178037.845769
8192,1149519.484107,18150.000000,140931.273222
16384,1125189.358840,24447.000000,445024.182790
32768,234261.491103,7277.000000,0.000000
65536,2046951.226677,45258.000000,740292.257989
