frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,428323.264470,6334.000000,3972.000000
4,622654.501322,11684.000000,14568.031610
8,533262.488691,10112.000000,20366.893872
16,634034.830385,9989.000000,17147.828230
32,385673.187520,8763.000000,777.506270
64,994679.701318,18563.000000,61942.748672
128,1061723.419607,17636.000000,39041.655498
256,846453.237984,15121.000000,102675.763357
512,1214147.225467,21498.000000,18888.069303
1024,1468770.437055,24820.000000,108400.881980
2048,974992.446467,17075.000000,169860.156882
4096,1429751.451056,21565.000000,224568.992949
8192,1566286.578421,30437.000000,668239.532921
16384,1377243.806798,22418.000000,339353.382444
32768,2274098.187052,40098.000000,619363.056716
65536,1825379.192859,40255.000000,1717313.849517
