frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,729024.813188,11862.000000,18484.969191
4,801645.965237,14008.000000,2260.000000
8,443480.028284,9326.000000,7723.695812
16,414728.429446,7455.000000,20734.520491
32,991684.791303,16908.000000,47526.232851
64,1243101.544102,20473.000000,21052.762693
128,1088683.740696,19954.000000,74459.223599
256,1110895.678577,18144.000000,93517.747161
512,1876527.063087,31567.000000,50801.169160
1024,1437601.066489,20649.000000,59272.257009
2048,1156250.867335,20236.000000,214736.339887
4096,1541788.268046,24028.000000,199918.344181
8192,1174986.448959,20949.000000,35044.655213
16384,1562169.756485,22085.000000,210129.025568
32768,1476966.116286,20519.000000,574108.612856
65536,2653657.689691,44203.000000,1853964.008684
