frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,404474.313256,7750.000000,4819.746363
4,335998.306256,7350.000000,11841.832924
8,500386.324767,10059.000000,19779.203877
16,445912.119369,9818.000000,15832.680853
32,796954.012057,12769.000000,33954.039126
64,820878.447452,14943.000000,31567.743663
128,705169.669421,12957.000000,37921.537601
256,723327.446090,14488.000000,36025.847957
512,1223113.974069,19553.000000,153197.311412
1024,1090923.440724,17073.000000,119093.838065
2048,932081.757813,14756.000000,165493.817525
4096,1440766.950711,24200.000000,450434.868034
8192,1449857.975405,21962.000000,455119.780422
16384,1376854.528152,20826.000000,387065.411605
32768,3524688.924415,54925.000000,2285075.532091
65536,1361705.590996,27600.000000,828417.575127
