frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,393326.388169,7837.000000,335.925587
4,353762.377546,7494.000000,7839.283003
8,683921.045719,10832.000000,1776.966235
16,824049.546513,14534.000000,21070.699466
32,597133.168582,9118.000000,20510.418328
64,252053.810584,6112.000000,721.932822
128,961303.480554,19351.000000,83663.109391
256,1135973.735814,19025.000000,48883.378913
512,1105552.215050,21065.000000,100923.189134
1024,1021013.980107,20162.000000,28496.361101
2048,915290.648724,16459.000000,197555.302769
4096,1306568.691107,20809.000000,192952.912994
8192,334631.732618,8602.000000,32366.344341
16384,822837.045833,14659.000000,175160.827616
32768,599007.345849,17162.000000,547883.368705
65536,3415298.373678,59364.000000,1240182.698539
