frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,550889.064930,8630.000000,16429.493784
4,810235.398424,12141.000000,25744.961643
8,452729.462781,8658.000000,7992.478339
16,816182.106971,14392.000000,16886.802184
32,883089.985271,15563.000000,62906.248966
64,748513.029468,15016.000000,38192.925143
128,1230156.075567,20685.000000,8891.139185
256,1131737.942826,18012.000000,30075.591216
512,408142.317334,8988.000000,22761.074997
1024,687898.594769,15062.000000,83421.618325
2048,1292413.405625,20041.000000,182404.719100
4096,881885.598827,14313.000000,36188.355710
8192,599548.349140,10102.000000,183077.401820
16384,921475.076513,18282.000000,501630.785548
32768,730503.085820,18320.000000,316971.674192
65536,571954.020232,10398.000000,0.000000
