frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,684525.389129,11289.000000,8353.685474
4,306232.310846,7189.000000,735.819271
8,458995.864333,7976.000000,8818.034475
16,436726.664958,9112.000000,13522.869999
32,913950.412880,17504.000000,35561.604379
64,905257.303150,15651.000000,34005.994633
128,810373.978802,15995.000000,33280.439495
256,1336897.766192,23004.000000,105144.301519
512,1331347.271722,23558.000000,249460.564058
1024,1723797.337930,29431.000000,154983.645815
2048,510823.458368,8420.000000,35212.265761
4096,891866.137965,13545.000000,232786.917418
8192,1298898.378805,19568.000000,304840.882168
16384,2324184.774072,37187.000000,1065123.605052
32768,2134481.993771,36934.000000,957685.251529
65536,1978087.192733,36904.000000,1381414.657052
