frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,253124.669635,5554.000000,380.659953
4,659944.109047,14418.000000,8440.066587
8,425988.413489,7125.000000,7758.839088
16,697622.865465,11200.000000,21770.107717
32,1042546.734095,16180.000000,49771.753787
64,1155950.248626,18442.000000,31663.523304
128,1206766.484907,21213.000000,79802.372991
256,967255.505298,18296.000000,83855.959067
512,1378863.179377,22366.000000,209254.296553
1024,1525299.626120,30344.000000,610281.825677
2048,912414.079173,21100.000000,72580.517958
4096,1229984.875931,22348.000000,420705.264697
8192,1329370.221349,23485.000000,565930.599305
16384,1316460.561015,21701.000000,645053.022166
32768,3018612.071074,50680.000000,921820.240610
65536,100747.086668,4906.000000,0.000000
