frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,733267.413760,12008.000000,22005.502380
4,594256.541147,11517.000000,15096.670726
8,810696.174707,13716.000000,1076.961931
16,489304.843559,9888.000000,5558.602252
32,602304.217965,9701.000000,19473.081651
64,1138610.293056,19110.000000,86573.614115
128,880347.457287,14851.000000,62181.004157
256,1129618.413440,21370.000000,90758.124430
512,1730868.257848,29874.000000,6904.885734
1024,1339333.809710,28416.000000,116217.639862
2048,1489257.872969,26300.000000,409509.273372
4096,1375898.715037,23051.000000,236136.276874
8192,650744.611779,16887.000000,85190.303527
16384,324830.726943,9734.000000,190161.475310
32768,2067415.220785,26309.000000,430461.131762
65536,2259875.963775,31950.000000,603042.803410
