frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,690708.584212,12437.000000,79.404030
4,900487.752896,13790.000000,25541.874735
8,476269.754502,8836.000000,11670.676587
16,550911.150992,10361.000000,4583.937718
32,1002223.108459,18079.000000,41312.364638
64,723794.360249,10522.000000,38212.028224
128,983577.100975,15350.000000,1004.199183
256,662405.762895,10771.000000,5098.091702
512,1213151.183080,21385.000000,45940.007847
1024,847302.516340,16585.000000,28344.248923
2048,610293.772457,9463.000000,21374.463011
4096,1122751.898256,25822.000000,615626.079124
8192,2050345.102191,34376.000000,250989.185259
16384,2707660.981862,48191.000000,1320439.448628
32768,2714423.111846,46679.000000,1573604.096734
65536,729070.666534,25484.000000,728218.985541
