frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,559022.719210,11012.000000,5775.667927
4,450579.567656,7980.000000,11527.701419
8,425546.155377,9021.000000,14889.930356
16,538442.394078,10662.000000,19418.015681
32,850365.481888,14337.000000,21884.460606
64,889770.225378,15167.000000,4151.803584
128,1148572.752371,20655.000000,39723.930533
256,1329874.156431,22313.000000,116412.328565
512,1155899.544839,21117.000000,128250.567465
1024,1394558.055847,26352.000000,78487.035273
2048,1318343.003520,19786.000000,165108.766833
4096,468377.543167,8657.000000,91611.503579
8192,957931.622838,16306.000000,268397.643708
16384,1266274.330695,32234.000000,924555.475316
32768,765666.817549,22321.000000,595874.297859
65536,1357102.481224,25353.000000,0.000000
