frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,363394.518200,7144.000000,8324.455838
4,397559.007772,7469.000000,3052.000000
8,168938.024675,4975.000000,2758.182373
16,738296.528882,14301.000000,3450.956389
32,588215.207682,8862.000000,18383.209731
64,857446.810794,13530.000000,488.774999
128,847771.526163,15216.000000,10237.390732
256,988320.502030,17584.000000,53081.574091
512,837557.917953,13533.000000,72222.395896
1024,1058066.804405,20098.000000,83502.359667
2048,1157310.600306,25564.000000,85549.648684
4096,1486765.645529,25632.000000,192614.101867
8192,1603053.285825,23528.000000,449974.669878
16384,1016797.397672,21299.000000,194005.748845
32768,1656860.208849,32517.000000,374019.541761
65536,1543167.687172,25835.000000,799321.077732
