frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,627391.677246,13820.000000,26848.346243
4,779542.890007,12887.000000,3021.465704
8,661308.681449,10405.000000,18760.312950
16,354210.128626,5371.000000,16378.666887
32,1261976.056830,19708.000000,15321.920930
64,646529.584561,10672.000000,27647.799551
128,691719.367200,11740.000000,39347.917772
256,1519522.886819,23312.000000,108446.002416
512,1484665.545604,25759.000000,97262.928174
1024,978776.871074,16742.000000,114430.004217
2048,1088493.627178,18925.000000,68650.325294
4096,1533035.895970,27525.000000,235577.870223
8192,1588256.970459,25498.000000,158744.285239
16384,1706897.579840,27673.000000,648331.653641
32768,2476737.964647,32260.000000,780461.611596
65536,3383374.647947,68570.000000,3378463.734787
