frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,513991.634189,8727.000000,7389.804057
4,517172.399170,8287.000000,10342.468516
8,496554.009318,7420.000000,11968.521713
16,936257.182411,15718.000000,55267.438832
32,941486.804118,15758.000000,2232.908193
64,994140.035522,16111.000000,47798.922185
128,846307.331189,12953.000000,17552.540614
256,963089.938276,17979.000000,82385.707644
512,1259901.562381,18744.000000,22041.573741
1024,854787.114779,14390.000000,27166.492873
2048,641559.892104,12944.000000,125620.896084
4096,1423557.941624,23970.000000,388521.823130
8192,1132110.267062,21800.000000,499964.844879
16384,1828277.775137,41763.000000,1096639.236791
32768,2480412.739585,34358.000000,687608.248607
65536,1731506.701437,36695.000000,1196898.258995
