frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,160389.854168,3361.000000,6107.963900
4,613271.315956,10358.000000,4406.813475
8,644021.731461,10843.000000,12696.246808
16,1013861.427862,16187.000000,31142.988103
32,648246.277695,11558.000000,6020.624137
64,965473.687234,16553.000000,8326.388773
128,1192565.534611,20079.000000,53540.854018
256,1196720.036940,21124.000000,87127.199364
512,1459494.917910,22413.000000,61576.626986
1024,1218360.916127,21666.000000,316338.549641
2048,1424736.574892,25756.000000,230554.653859
4096,1405422.601313,24376.000000,196134.620983
8192,1621725.548116,35137.000000,1188880.644501
16384,3099470.801487,48495.000000,740819.769886
32768,4150701.021553,71486.000000,2401243.398345
65536,1846788.180120,33816.000000,946347.354615
