frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,519081.568262,9155.000000,9385.525931
4,559680.493492,8760.000000,3954.826418
8,430771.937447,7680.000000,14369.722857
16,608061.583941,10431.000000,9566.140444
32,506050.280914,8466.000000,8756.257248
64,733876.547278,13944.000000,78045.477704
128,1274553.518230,20705.000000,117110.796505
256,1318938.146607,21614.000000,110140.205429
512,796047.400731,12653.000000,75787.696396
1024,1077760.844856,16062.000000,85196.557260
2048,1695689.695807,29473.000000,289761.361562
4096,1457828.105159,26113.000000,446572.686553
8192,1027378.558298,18010.000000,406077.901356
16384,1316395.754710,25145.000000,642747.720035
32768,769532.841502,14664.000000,378332.354520
65536,2949129.615284,44548.000000,775911.825556
