frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,169955.516404,4753.000000,1356.951362
4,470150.123451,9072.000000,15265.915138
8,628797.548810,10366.000000,16192.939665
16,668860.890334,9506.000000,17402.861805
32,920154.239012,18511.000000,5567.059098
64,780560.334105,12696.000000,59107.998122
128,874765.562690,17344.000000,32922.201187
256,789959.797614,14649.000000,114409.173592
512,1449461.390084,24161.000000,14183.320838
1024,1010875.171935,18845.000000,59653.021147
2048,1120233.447524,17602.000000,88058.924829
4096,956359.801936,21334.000000,202273.167074
8192,1026492.447967,20116.000000,245125.005012
16384,703762.209682,15023.000000,392142.779907
32768,2481028.703538,37089.000000,1314526.752247
65536,2817086.539868,37295.000000,830017.230559
