frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,433461.893429,28864.000000,224.897755
4,431590.034340,27005.000000,259.432072
8,732627.789899,28874.000000,168.371613
16,839674.048102,28394.000000,20873.924547
32,946742.451924,30712.000000,33390.851307
64,956170.370702,28430.000000,56221.742493
128,1064988.914799,54433.000000,65943.262628
256,1385663.179313,116222.000000,164589.792065
512,1788777.421022,153024.000000,60227.955776
1024,1331562.120167,105731.000000,237730.788721
2048,1380431.027179,109235.000000,367259.983419
4096,1148559.530597,35055.000000,225228.648293
8192,1271488.046410,118776.000000,267933.463339
16384,2769119.993159,233666.000000,1968080.411238
32768,3927559.574547,243882.000000,1580594.060431
65536,748311.505357,54359.000000,717504.655661
