frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,892433.537871,29331.000000,0.000000
4,851374.838954,27651.000000,0.000000
8,514552.574273,27455.000000,0.000000
16,668781.802383,28840.000000,0.000000
32,1036695.641052,30265.000000,0.000000
64,886140.069283,28855.000000,0.000000
128,1017362.631385,29328.000000,0.000000
256,1084541.891339,34934.000000,0.000000
512,1311356.122429,87091.000000,0.000000
1024,1323215.186419,101458.000000,0.000000
2048,1973853.559805,150070.000000,0.000000
4096,1323365.348137,86732.000000,0.000000
8192,2422208.207599,172922.000000,0.000000
16384,2526156.165809,151094.000000,0.000000
32768,307833.625382,24191.000000,0.000000
65536,2717719.491333,174849.000000,0.000000
