frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,704781.413922,29798.000000,219.695243
4,727311.659374,28865.000000,328.667005
8,772320.733914,30245.000000,20936.156500
16,1060082.341303,57676.000000,40041.092480
32,1067108.505401,36927.000000,43614.278958
64,774910.728742,28861.000000,9845.836734
128,1093263.486343,65945.000000,55829.407967
256,1155833.453242,70663.000000,131287.195027
512,1260971.889598,62092.000000,152386.741484
1024,1326761.084919,60577.000000,332614.601305
2048,1425089.061119,116565.000000,133722.017454
4096,1127175.218371,82562.000000,146220.527044
8192,1638520.149967,115274.000000,216280.692976
16384,646705.616136,30719.000000,222514.307131
32768,3723117.530289,280315.000000,2603760.265904
65536,6630847.501440,271905.000000,6545839.204038
