frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,431346.655707,38684.000000,1050.251398
4,772357.558303,40026.000000,122.564269
8,951054.233861,35828.000000,20008.412531
16,818068.439141,42963.000000,2019.029717
32,960938.512779,40959.000000,1542.958522
64,1050583.534205,37933.000000,27914.518785
128,1096440.774344,39118.000000,82189.197770
256,801340.916425,38610.000000,56955.769084
512,1309915.855711,110409.000000,199745.669878
1024,1286030.741657,98705.000000,421334.781893
2048,1174617.612821,62713.000000,280498.387275
4096,762084.785427,38167.000000,115744.582076
8192,869720.476495,40935.000000,349330.362531
16384,1522301.355538,102662.000000,1001195.060435
32768,3431002.415254,208918.000000,1862891.501637
65536,1019390.814613,38623.000000,584035.165099
