frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,762756.824896,40008.000000,0.000000
4,989424.265169,39074.000000,0.000000
8,730298.504125,40951.000000,0.000000
16,909287.824510,36850.000000,0.000000
32,990900.319197,39571.000000,0.000000
64,1020115.228323,44191.000000,0.000000
128,1116207.398043,78434.000000,0.000000
256,1238497.079590,102239.000000,0.000000
512,1169341.547293,70556.000000,0.000000
1024,1726743.862926,164360.000000,0.000000
2048,1205345.866977,70616.000000,0.000000
4096,876265.801651,40004.000000,0.000000
8192,1135032.854754,42810.000000,0.000000
16384,1341537.066168,125922.000000,0.000000
32768,3465895.906006,238665.000000,0.000000
65536,919906.856430,44892.000000,0.000000
