frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,790621.785687,50256.000000,0.000000
4,1026473.566081,44198.000000,0.000000
8,764104.482342,46061.000000,0.000000
16,934330.458569,41434.000000,0.000000
32,1243167.838802,45323.000000,0.000000
64,878091.704115,47447.000000,0.000000
128,1191064.055938,43795.000000,0.000000
256,1272492.359104,72082.000000,0.000000
512,1439557.525070,104274.000000,0.000000
1024,928259.911683,44659.000000,0.000000
2048,976865.213572,42376.000000,0.000000
4096,1253548.583003,88190.000000,0.000000
8192,1277837.301672,72257.000000,0.000000
16384,1416293.392528,54033.000000,0.000000
32768,949044.186728,46536.000000,0.000000
65536,1008342.369116,44693.000000,0.000000
