frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,645197.924589,33493.000000,0.000000
4,857787.900520,33526.000000,0.000000
8,644205.253104,36295.000000,0.000000
16,1019358.950800,36297.000000,0.000000
32,771741.014537,33509.000000,0.000000
64,1075149.006002,36428.000000,0.000000
128,644570.864537,35353.000000,0.000000
256,1428590.769596,121442.000000,0.000000
512,1166616.146374,38788.000000,0.000000
1024,927288.698175,36304.000000,0.000000
2048,1412244.367755,99675.000000,0.000000
4096,1963253.325975,178332.000000,0.000000
8192,1946424.421933,145016.000000,0.000000
16384,609404.925171,35839.000000,0.000000
32768,1092889.083829,74748.000000,0.000000
65536,4597572.180467,272118.000000,0.000000
