frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,707569.939406,41417.000000,5663.024810
4,1006134.460751,41433.000000,25120.312717
8,977620.882224,46067.000000,20982.253740
16,861931.649980,46091.000000,36978.054843
32,1346322.383586,100230.000000,37714.022167
64,1163565.292789,46225.000000,38258.151772
128,1160189.715990,44280.000000,42629.391961
256,1329976.166683,76044.000000,66400.390880
512,1266665.467945,85069.000000,71364.340003
1024,1301419.153876,86955.000000,164749.344858
2048,1105030.567988,60045.000000,233958.097928
4096,1190838.847236,46538.000000,337419.257767
8192,2023353.307598,144695.000000,460425.490762
16384,1006164.425166,43337.000000,313000.939056
32768,1375263.892921,119865.000000,806565.683168
65536,1832459.211672,160871.000000,1481825.681003
