frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,1072701.623692,40008.000000,20957.040106
4,846321.106862,37215.000000,85.638776
8,840805.562689,37221.000000,216.161976
16,851286.504383,40077.000000,19947.526438
32,1013073.402982,38616.000000,26046.145070
64,1047677.252012,39077.000000,61436.615760
128,1012348.040068,39573.000000,42700.194765
256,1326248.349683,107026.000000,86231.009179
512,1180007.272371,69445.000000,70619.070887
1024,1503756.740971,128780.000000,345040.485297
2048,747134.683508,36753.000000,107613.501774
4096,966953.638245,41519.000000,155186.401659
8192,1810310.730978,172726.000000,953117.569295
16384,1500090.660536,90807.000000,1239187.488352
32768,573613.025342,37685.000000,354297.656721
65536,1431005.681380,99668.000000,1106032.870358
