frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,581648.332693,35378.000000,0.000000
4,847721.928474,37220.000000,0.000000
8,811836.063936,38148.000000,0.000000
16,873504.703445,36293.000000,0.000000
32,984067.196362,40055.000000,0.000000
64,911632.477701,40960.000000,0.000000
128,1083721.595989,42036.000000,0.000000
256,1113056.145055,41424.000000,0.000000
512,1181138.584450,56974.000000,0.000000
1024,1106416.803046,41748.000000,0.000000
2048,1675419.902968,165399.000000,0.000000
4096,521416.807262,39541.000000,0.000000
8192,1649905.516374,133291.000000,0.000000
16384,2544375.524255,236788.000000,0.000000
32768,818551.355992,42465.000000,0.000000
65536,740035.639580,35365.000000,0.000000
