frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,931518.909248,35358.000000,34.000000
4,961427.137438,33043.000000,30668.885943
8,996464.520138,35500.000000,34100.580743
16,991104.719945,33506.000000,32273.861560
32,1076064.930802,33039.000000,33290.876348
64,963786.273509,35442.000000,53773.146133
128,911989.852757,35820.000000,25051.840651
256,1176097.255526,40449.000000,107386.548585
512,996494.750043,34040.000000,115168.438376
1024,924822.006077,35819.000000,156659.364607
2048,1062571.817713,35001.000000,167180.985402
4096,1049239.053642,31205.000000,252418.604037
8192,2253834.353174,165340.000000,1229569.504708
16384,749684.930260,32145.000000,466083.599453
32768,1212340.405171,86459.000000,651007.414770
65536,3990363.610020,235012.000000,2937085.676615
