frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,834268.770325,35919.000000,18636.109143
4,697593.960372,36756.000000,51.166395
8,830790.856150,33967.000000,37106.744171
16,799517.028400,32103.000000,31922.980046
32,915006.647424,35353.000000,29814.285552
64,1028599.672110,42023.000000,63311.237470
128,1379855.375598,102714.000000,99373.475646
256,1131313.274685,63099.000000,66231.075312
512,1364965.544894,114262.000000,202708.962069
1024,1710657.621173,146320.000000,367749.322595
2048,1147489.030816,37395.000000,121124.447124
4096,2701989.753014,236064.000000,292395.154112
8192,631127.822714,33032.000000,208066.918887
16384,3211194.576081,208895.000000,2064362.163184
32768,2523682.936435,235913.000000,899162.320076
65536,2898832.709864,221378.000000,2084220.794167
