frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,965356.053312,45644.000000,0.000000
4,885414.879068,47206.000000,0.000000
8,921408.449362,44768.000000,0.000000
16,817590.695269,44287.000000,0.000000
32,644349.396564,46518.000000,0.000000
64,1032911.275042,49366.000000,0.000000
128,1072770.541948,45688.000000,0.000000
256,976206.878345,42360.000000,0.000000
512,1570074.498489,151157.000000,0.000000
1024,1134840.969547,54564.000000,0.000000
2048,1411960.003654,127077.000000,0.000000
4096,1516483.166982,96262.000000,0.000000
8192,1601434.943689,151631.000000,0.000000
16384,1957814.711088,201822.000000,0.000000
32768,1620983.435247,117248.000000,0.000000
65536,4491923.006062,288803.000000,0.000000
