frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,960890.808956,42372.000000,0.000000
4,781481.624973,41461.000000,0.000000
8,821018.565553,43733.000000,0.000000
16,711643.711279,41409.000000,0.000000
32,1025700.108306,41253.000000,0.000000
64,1009915.348698,49783.000000,0.000000
128,1250249.702254,79259.000000,0.000000
256,1284892.019500,73225.000000,0.000000
512,1201365.965847,52815.000000,0.000000
1024,1303778.701521,80806.000000,0.000000
2048,1652223.362839,128633.000000,0.000000
4096,558290.713076,46990.000000,0.000000
8192,968647.369299,44226.000000,0.000000
16384,2543665.824583,185832.000000,0.000000
32768,2222256.199641,181109.000000,0.000000
65536,2815328.933732,179248.000000,0.000000
