frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,770095.360228,44218.000000,29605.232899
4,610635.435143,45609.000000,671.449924
8,871647.118394,46519.000000,37027.714404
16,461666.916536,46547.000000,252.075386
32,858183.724574,45595.000000,29319.892155
64,1043493.390508,41015.000000,47606.904688
128,1347154.892711,110606.000000,94044.620080
256,1168679.067611,87986.000000,81484.063970
512,1253142.156935,70207.000000,130976.822534
1024,1455790.231365,99722.000000,268443.141624
2048,1235179.923728,63700.000000,260766.877970
4096,934764.789364,49162.000000,327810.301938
8192,1149041.788039,69865.000000,598398.848536
16384,2006984.010560,216407.000000,1048735.399523
32768,1671012.442809,178483.000000,353433.777403
65536,631030.783298,44195.000000,0.000000
