frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,459716.050189,35831.000000,2823.582476
4,618555.879672,33030.000000,281.529750
8,898179.764660,34899.000000,714.276557
16,576464.243588,31695.000000,23819.115328
32,1026181.199288,33564.000000,30278.957413
64,970266.952513,32591.000000,5125.998634
128,1151648.780176,44300.000000,98810.005308
256,1288292.345110,99933.000000,105446.834101
512,725473.289255,33496.000000,49882.706272
1024,995204.662795,38636.000000,184747.666678
2048,1406413.213700,126472.000000,172001.254958
4096,2656290.059489,213787.000000,364365.117747
8192,1484576.029443,117189.000000,382880.926219
16384,1382915.637659,98046.000000,840650.789072
32768,980794.695672,43382.000000,485796.496053
65536,4378842.064478,225035.000000,4378502.153998
