frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,585254.125674,37694.000000,0.000000
4,824148.484861,38144.000000,0.000000
8,632900.970243,42805.000000,0.000000
16,793809.761368,36784.000000,0.000000
32,859186.071327,39084.000000,0.000000
64,1107599.643944,41457.000000,0.000000
128,1156279.157557,42342.000000,0.000000
256,1091983.230947,39133.000000,0.000000
512,1546763.683621,129877.000000,0.000000
1024,761146.018715,42337.000000,0.000000
2048,1226165.039411,85015.000000,0.000000
4096,836405.279561,43734.000000,0.000000
8192,2387633.656981,185543.000000,0.000000
16384,1490110.742824,122166.000000,0.000000
32768,4232882.500371,256292.000000,0.000000
65536,79032.354299,19414.000000,0.000000
