frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,582948.075030,43276.000000,29785.182793
4,597526.701428,46060.000000,67.372101
8,1075847.593174,42346.000000,25142.376877
16,1328594.948844,87247.000000,40199.017401
32,950337.442685,46998.000000,51645.361621
64,1155839.879707,44809.000000,2259.871235
128,1303813.778420,105118.000000,61028.675932
256,1727703.094499,161654.000000,145126.033247
512,1211394.960396,74894.000000,94064.751002
1024,1028761.619250,46056.000000,69162.545174
2048,1181035.597062,77061.000000,221646.142464
4096,1201709.172236,46053.000000,140657.412919
8192,2117892.516435,209636.000000,545779.270474
16384,1711150.042400,138479.000000,338145.311100
32768,1961348.880866,157225.000000,985108.846968
65536,1010423.902569,44307.000000,0.000000
