frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,728649.648145,29781.000000,18145.696542
4,753218.503442,30340.000000,54.918121
8,596469.819246,32663.000000,157.534123
16,851384.382838,30294.000000,47465.952039
32,994819.273687,28389.000000,652.203189
64,1014391.108462,29208.000000,736.868374
128,1216195.727853,108220.000000,98349.211746
256,1068456.945773,33475.000000,66780.113544
512,1136148.798962,45653.000000,79544.146277
1024,1032879.713263,29361.000000,183988.615303
2048,1662046.622824,150993.000000,178326.223360
4096,705274.212757,29775.000000,175952.432393
8192,1023562.383938,29315.000000,284571.356073
16384,2357846.286895,216994.000000,1362826.588400
32768,3186033.822932,181775.000000,2526645.109489
65536,5799710.117161,256285.000000,5658432.448833
