frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,847094.895306,44661.000000,36887.740064
4,750360.792718,42796.000000,8683.468144
8,920527.430945,45626.000000,27452.861199
16,783145.280087,41053.000000,1882.821287
32,1074002.196258,40936.000000,60.274373
64,979876.978913,43179.000000,29101.874063
128,980850.066111,45596.000000,40132.611303
256,1005537.606814,43260.000000,83059.294447
512,969743.135931,45587.000000,129129.725726
1024,1511022.298554,125084.000000,239721.162929
2048,1529692.618574,120093.000000,312578.111713
4096,1232165.517703,73568.000000,286613.913244
8192,1115598.655939,47549.000000,355600.504814
16384,1240360.400638,74148.000000,212559.253266
32768,4099819.830605,266795.000000,3562973.476902
65536,2757593.701229,171992.000000,2757483.251068
