frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,885849.256524,35366.000000,0.000000
4,676606.266747,33969.000000,0.000000
8,813854.349965,34887.000000,0.000000
16,931850.802780,33969.000000,0.000000
32,870324.853058,34638.000000,0.000000
64,1068804.963767,34962.000000,0.000000
128,1510180.574531,126782.000000,0.000000
256,874205.409610,34422.000000,0.000000
512,1252220.715483,81159.000000,0.000000
1024,959484.077072,33027.000000,0.000000
2048,1475335.830859,98438.000000,0.000000
4096,956701.737536,34435.000000,0.000000
8192,971804.738627,34446.000000,0.000000
16384,996043.057794,35826.000000,0.000000
32768,3650662.527803,272067.000000,0.000000
65536,3405584.892510,220578.000000,0.000000
