frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,750697.234945,30956.000000,20003.174223
4,890953.902804,30709.000000,142.940547
8,730490.834695,32562.000000,18150.668280
16,1003390.564198,28850.000000,26062.698613
32,936119.518374,28881.000000,51642.690577
64,1184117.944462,72137.000000,58943.146243
128,1183144.351732,78599.000000,91437.649751
256,1058578.600152,30811.000000,79740.768970
512,1113145.631302,58464.000000,92551.169166
1024,1422767.832943,138248.000000,100510.663126
2048,774171.948984,31230.000000,177799.398925
4096,923299.875994,30243.000000,270697.789459
8192,3984281.509160,238173.000000,2775036.660939
16384,2734161.190544,171102.000000,1980441.090393
32768,2822221.901947,212221.000000,350507.188652
65536,448658.583078,28448.000000,444843.562078
