frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,336274.584579,9738.000000,1782.789387
4,439642.050417,9758.000000,13876.590720
8,326854.752814,7515.000000,69.433421
16,1146761.936089,18882.000000,55003.040843
32,732394.779812,14908.000000,34203.419537
64,240363.100463,7439.000000,3717.158458
128,807517.841952,14629.000000,70630.351514
256,1876639.498865,26086.000000,38716.016802
512,2483098.493152,31397.000000,267542.489801
1024,305689.243154,7625.000000,11155.102779
2048,2741577.842957,38272.000000,563966.686718
4096,1112293.011838,19123.000000,480251.299345
8192,1303402.098274,23528.000000,350253.487155
16384,2101119.836875,47748.000000,422970.546185
32768,2583578.888869,38534.000000,1353575.505174
65536,2839377.410876,51128.000000,1006347.321466
