frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1337610.597595,28253.000000,496.938628
4,340443.705183,7650.000000,11247.481229
8,1337678.785979,28946.000000,54350.090248
16,1144789.911976,19323.000000,36805.315676
32,1517258.634966,32012.000000,7745.711071
64,2631888.807390,32921.000000,122473.273297
128,1861902.384691,27481.000000,84631.280500
256,1358977.044178,35007.000000,204550.335986
512,1545187.194331,23471.000000,127108.145825
1024,816630.367140,15317.000000,155006.570299
2048,3954116.624526,55081.000000,817336.610416
4096,2008521.811786,29330.000000,212288.667934
8192,767886.321522,17017.000000,272296.060857
16384,1254769.277121,21423.000000,398226.341851
32768,1119514.901481,19596.000000,327118.922539
65536,213096.915686,5234.000000,0.000000
