frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,986075.642272,22620.000000,160.115583
4,528817.071633,14298.000000,5874.221140
8,4945497.065877,72952.000000,182.348567
16,3027039.679032,48040.000000,103014.432547
32,1900019.485763,47314.000000,91144.484221
64,837428.524407,19287.000000,2086.735010
128,954231.678896,18220.000000,87561.663141
256,252686.093879,6482.000000,16104.971872
512,228841.901841,6639.000000,12840.127102
1024,2490236.536131,38094.000000,525641.885675
2048,318162.710911,10180.000000,46734.397782
4096,1970935.385884,30367.000000,399872.355617
8192,3078599.093691,46754.000000,448348.872355
16384,1144942.807237,20904.000000,152974.428922
32768,3588596.046450,48389.000000,1239933.404834
65536,2862363.222175,65004.000000,1481864.760292
