frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,745910.407440,13819.000000,12618.157908
4,1204998.602662,20882.000000,27850.269711
8,1261466.194249,26950.000000,22433.691515
16,358136.467668,6970.000000,49.979996
32,1681918.390977,26803.000000,19471.340426
64,1029241.098323,20206.000000,2681.878633
128,298884.260372,7423.000000,5722.867463
256,1857672.965283,24535.000000,146333.512840
512,1877056.819627,33003.000000,156854.682158
1024,1353004.847002,19484.000000,212930.052590
2048,598934.090431,10161.000000,155362.388071
4096,2006294.155312,34913.000000,315861.029600
8192,1330410.667517,23073.000000,262871.622854
16384,1226491.299716,35341.000000,393453.284232
32768,1721793.240308,29591.000000,383137.054769
65536,640772.040736,17848.000000,601227.022956
