frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,427571.336783,10076.000000,791.000000
4,529974.478694,13664.000000,3025.003140
8,204755.726601,6355.000000,2146.212711
16,1120946.105609,20170.000000,47139.586125
32,2066019.720933,36157.000000,110656.772359
64,1576280.871292,32477.000000,37226.212888
128,1721816.450866,29615.000000,33528.847028
256,701828.468504,13928.000000,3834.803515
512,585637.091336,10649.000000,80075.026819
1024,1168389.773131,20158.000000,90320.558214
2048,697614.152046,11590.000000,41379.220836
4096,2931536.678221,46045.000000,597763.382779
8192,1822083.275133,32093.000000,878797.078361
16384,1814595.833290,27790.000000,318273.662977
32768,1054940.607773,38036.000000,222774.621964
65536,4099893.249608,73491.000000,3932935.965313
