frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,219457.463473,7428.000000,359.356369
4,1787897.165227,33735.000000,43268.402755
8,1329764.462837,25747.000000,9634.114438
16,747103.863499,14081.000000,2847.153140
32,320474.224717,9082.000000,4396.741862
64,3480158.283448,42588.000000,188580.467170
128,1514164.051353,21873.000000,70471.675828
256,2254635.757379,29707.000000,4478.580467
512,1665856.694249,34077.000000,247265.669192
1024,2553563.170371,33179.000000,282310.710273
2048,386735.015998,10455.000000,65286.341619
4096,739660.159714,14572.000000,308085.868496
8192,1625278.923115,28079.000000,81266.301429
16384,705225.581030,16112.000000,432766.102124
32768,609929.164067,12257.000000,0.000000
65536,2768603.207541,53858.000000,730433.984930
