frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3953444.875229,51139.000000,42191.501976
4,212090.838668,6777.000000,1279.403377
8,2258112.963826,34258.000000,56048.821852
16,310710.049107,9372.000000,4122.196381
32,5371085.764035,78314.000000,171904.166113
64,903524.455623,19240.000000,30665.525318
128,1856888.119526,30525.000000,170898.493835
256,307755.471844,6887.000000,14689.037954
512,8757980.152398,125459.000000,1324128.593685
1024,943866.144303,26699.000000,7704.551966
2048,12801103.054664,163579.000000,2854420.185281
4096,1091982.005050,23033.000000,329207.913960
8192,3289515.982788,53003.000000,307907.638023
16384,893465.272937,19338.000000,133826.624780
32768,5452349.242692,80139.000000,3467044.336544
65536,3245145.064869,46690.000000,1627610.093819
