frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,322226.838438,7405.000000,9890.664487
4,257405.623284,6230.000000,8956.686329
8,1099978.365270,17671.000000,31319.303744
16,587635.433521,10956.000000,9301.719357
32,1558252.165534,24309.000000,30327.152900
64,611593.337635,12609.000000,12919.365077
128,564683.709867,9984.000000,35179.639751
256,441539.222672,8133.000000,46171.408328
512,2997528.687036,51981.000000,25363.761117
1024,469359.786545,14303.000000,34411.998605
2048,2040841.174479,37488.000000,55568.565592
4096,404193.608784,9972.000000,41568.332574
8192,1926233.963668,35852.000000,1071775.025171
16384,670040.299510,12771.000000,270693.500408
32768,1077110.140087,19554.000000,503193.829815
65536,1372930.808690,24749.000000,788965.995114
