frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1023010.811932,23135.000000,28.583212
4,478732.978566,13019.000000,33.421550
8,2532356.145348,48273.000000,3517.483618
16,1061056.323320,20372.000000,42791.837446
32,2300162.808662,31078.000000,118135.525779
64,2037196.085610,34252.000000,3056.108964
128,430515.124755,12590.000000,5678.635752
256,1032548.510859,19702.000000,38713.462542
512,9689354.936963,158357.000000,205371.015409
1024,1990959.071619,59200.000000,326188.236515
2048,1319471.012713,25043.000000,388428.465493
4096,639768.967791,13786.000000,108727.018896
8192,2647362.410694,37166.000000,594350.150473
16384,1652738.286819,33407.000000,485798.923147
32768,4308899.068306,84933.000000,46462.034114
65536,1047076.329551,28397.000000,0.000000
