frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,175628.910485,5556.000000,1048.712544
4,12634592.205656,164076.000000,256717.681619
8,1174321.271827,24224.000000,14389.138334
16,735286.359668,15098.000000,836.758030
32,3343559.011021,46611.000000,116694.810467
64,3988058.765323,86491.000000,35111.637088
128,282565.603211,11221.000000,20832.608334
256,1960605.326450,30969.000000,218928.500504
512,2164954.339481,40705.000000,1749.453057
1024,596669.232329,12077.000000,33342.921258
2048,1314502.527599,20255.000000,19917.313800
4096,426831.812343,11614.000000,88785.688931
8192,919068.347545,15676.000000,364873.279559
16384,1582152.188338,32272.000000,593640.893111
32768,783989.686799,18882.000000,203976.162142
65536,1878233.044221,37098.000000,1278326.791365
