frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,572189.098718,12931.000000,10539.728934
4,451527.148947,11081.000000,5078.035939
8,2375300.959647,36601.000000,46644.834773
16,2893494.431319,49381.000000,1167.379544
32,1978082.598243,34701.000000,35718.364912
64,380688.663933,10499.000000,1431.225698
128,1677843.628751,32841.000000,58907.362239
256,489269.356746,9326.000000,66385.742302
512,1329178.837831,27388.000000,164247.715948
1024,643592.949508,15055.000000,146566.525837
2048,2852978.998293,190398.000000,1868296.150703
4096,2296802.696528,40357.000000,5058.960368
8192,563215.864180,14483.000000,182574.133587
16384,976860.913231,56233.000000,296484.971530
32768,3668709.714701,74005.000000,1271155.485233
65536,1381840.286840,37001.000000,1366153.204787
