frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,505906.490626,11386.000000,6479.925077
4,2033065.631185,37785.000000,4339.813245
8,1976742.215486,36412.000000,31636.901871
16,551917.968036,11132.000000,18789.029033
32,2411783.450122,33557.000000,125870.994566
64,2691166.593007,38624.000000,132236.096547
128,288594.243222,8869.000000,11930.487920
256,2996790.114467,47457.000000,96427.349912
512,504521.687431,11058.000000,24069.167975
1024,456864.244510,14140.000000,9396.636207
2048,1166637.006550,18327.000000,180291.346381
4096,1399972.673507,22660.000000,243570.982204
8192,2721316.687497,37404.000000,769690.504645
16384,976876.582299,23766.000000,566263.813351
32768,1500812.952748,30642.000000,1183758.353724
65536,3833663.025374,72112.000000,3362176.194030
