frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,509860.106617,9502.000000,1902.764830
4,183852.792611,5237.000000,2728.079911
8,264672.768093,7522.000000,261.707852
16,392745.879985,12314.000000,465.849761
32,602653.365210,12448.000000,17634.543062
64,892572.954218,16675.000000,18790.392040
128,1423542.111412,21217.000000,23401.532770
256,2082465.697567,37153.000000,249024.508977
512,2071290.578184,34490.000000,167774.116952
1024,1174866.808816,19025.000000,195486.343127
2048,2668850.702002,57970.000000,333236.476876
4096,1199393.985651,23182.000000,78627.011224
8192,1770225.541880,32708.000000,156945.887468
16384,2123189.371564,37256.000000,918143.358257
32768,2569078.851654,44680.000000,1565917.170768
65536,2694547.279877,52666.000000,1081413.077760
