frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,293286.107624,7742.000000,35.114100
4,2792935.884936,41865.000000,2667.000000
8,1766039.340525,24996.000000,38224.239351
16,383724.933747,8028.000000,10652.318105
32,544021.161496,11289.000000,27635.859911
64,889643.713380,13634.000000,2935.339503
128,1605512.987296,30350.000000,188475.381217
256,1781074.056033,35357.000000,104173.879317
512,848273.523839,15591.000000,10513.892714
1024,835727.419895,14139.000000,41934.904125
2048,1179418.437001,26031.000000,369016.124354
4096,517749.065963,14998.000000,46472.472443
8192,2583690.252195,42831.000000,1357226.949639
16384,1415586.909447,26978.000000,770732.181322
32768,1723619.867543,36445.000000,947725.929505
65536,2149070.830782,45468.000000,853896.643924
