frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,336137.158788,8731.000000,1277.843887
4,654448.986385,12112.000000,7535.280818
8,462629.740092,9215.000000,245.008163
16,1568115.397045,23279.000000,47580.191467
32,1354431.774944,22434.000000,44710.538445
64,379227.615051,10091.000000,6244.678855
128,1577940.084841,25442.000000,126456.811161
256,2361642.879448,43709.000000,5013.533385
512,1035407.047831,22762.000000,62218.526582
1024,2044868.878476,28900.000000,227216.831652
2048,1543454.747403,30574.000000,10390.315683
4096,1085012.106360,20878.000000,413278.969767
8192,3205185.421564,46488.000000,864590.464252
16384,1359918.072524,20808.000000,517053.418495
32768,597326.813600,18865.000000,458147.848087
65536,977576.612453,30646.000000,784032.577842
