frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,335883.840364,6991.000000,19.313208
4,825989.640905,18864.000000,5908.908359
8,2089773.625674,37239.000000,29154.321446
16,851890.865862,19840.000000,33753.162193
32,2329242.911602,35475.000000,97669.568224
64,2309011.185235,40454.000000,74680.830512
128,398749.413122,9910.000000,597.073697
256,146182.963710,5157.000000,1613.790569
512,2850079.531301,42660.000000,268293.419045
1024,1208122.292446,21415.000000,199744.827645
2048,600179.300685,19683.000000,163187.799486
4096,638946.792759,13902.000000,146516.333636
8192,1156741.803572,20277.000000,544860.300073
16384,590229.372523,20479.000000,241058.298940
32768,361653.969555,10755.000000,0.000000
65536,721941.042046,16770.000000,0.000000
