frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,645471.987470,16141.000000,22109.599341
4,1071961.893729,20235.000000,20262.668901
8,2242360.943242,35120.000000,5067.653796
16,367134.379694,9885.000000,11618.348678
32,983424.264658,29139.000000,4454.469665
64,255836.124044,6503.000000,16152.674206
128,2120186.940163,49848.000000,260169.672420
256,4453160.886957,57887.000000,298908.466387
512,2959194.674118,40655.000000,309173.848810
1024,469141.663656,11827.000000,47406.546774
2048,339973.052275,8042.000000,137918.657520
4096,1228149.893217,27133.000000,25027.024154
8192,10057442.104942,120407.000000,3616360.283103
16384,1528209.100585,31860.000000,138448.632911
32768,3095090.855108,47854.000000,1131566.279810
65536,1926980.846739,30417.000000,525161.219027
